StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q2,Q3,Q91,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q76,Q12,Q13,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,NetID,FirstName,LastName,PrimaryAffiliation,FullEmailAddress,NetIDEmail
2024-07-09 11:23:16,2024-07-09 11:23:16,Survey Test,,100,0,True,2024-07-09 11:23:16,R_beVaq48qIOu80t0,,,,,,,test,,fringilla,accusamus,fringilla,accusamus,Pretium vi,Alique,Sophomore,Pratt,"French Studies,Marine Science and Conservation,Philosophy",Musical Theater,"Robotics and Automation,Science and the Public",Northern California,"Technology / Software / IT,Politics / Government and public sector,Fashion and Apparel","MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MA (Master of Arts),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MHA (Master of Healthcare Administration),MEng (Master of Engineering)","Traveling,Performing Arts,Time with Friends","Work-life balance and time management,Emotional support","Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,White,Prefer not to answer",Selective Living Groups (SLG),No,No preference,No,8,7,4,9,8,4,3,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:16,2024-07-09 11:23:16,Survey Test,,100,0,True,2024-07-09 11:23:16,R_e8WhYK2pwo7Z4yi,,,,,,,test,,accusamus,elementum,ultricies,ultricies,Velit lore,Fermen,Senior,Pratt,"Interdisciplinary Engineering and Applied Sciences (IDEAS),Music,Political Science","Music,Spanish Studies",Islamic Studies,Baltimore MD,Accounting,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Watching Sports,Movies/TV","Skill development in a specific field,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","Student Athlete,Dance Team,Selective Living Groups (SLG)",Yes,No preference,No,3,1,9,3,5,5,2,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:16,2024-07-09 11:23:16,Survey Test,,100,0,True,2024-07-09 11:23:17,R_bjU2RFT1xWliOCG,,,,,,,test,,curabitur,convallis,dignissim,curabitur,Magna turp,Iaculi,Senior,Trinity,"Mathematics,Romance Studies","Dance,Psychology",Science and the Public,"Atlanta GA,Chicago IL,China","Environmental Science,Veterinary Medicine","MBA (Masters of Business Administration),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering)",Gaming,"Networking and professional connections,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","Multicultural Greek Council (MGC),Student Athlete,Dance Team",Prefer not to answer,No preference,No,5,6,7,8,2,3,1,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:17,2024-07-09 11:23:17,Survey Test,,100,0,True,2024-07-09 11:23:17,R_0Vtok2S4tiSR1Ma,,,,,,,test,,phasellus,vestibulum,convallis,temporibus,Proin maec,Bibend,Senior,Pratt,"Ancient Religion and Society,Economics,Political Science","Earth and Climate Sciences,Mathematics",None,UK,"Energy and Utilities,Construction,Telecommunications","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Music/Dance,"Skill development in a specific field,Personal growth and self-improvement,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other","Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Prefer not to answer,No preference,No,0,3,6,3,7,7,6,9,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:17,2024-07-09 11:23:17,Survey Test,,100,0,True,2024-07-09 11:23:17,R_0HwpQ0h76xbyv9Y,,,,,,,test,,dignissim,imperdiet,sollicitudin,curabitur,Tempus pri,Montes,Junior,Trinity,"Art History,History",Musical Theater,"Latin American Studies,Robotics and Automation","Baltimore MD,EU","Technology / Software / IT,Law / Legal Services,Research and Development","None / Not listed,PhD (Doctor of Philosophy),MA (Master of Arts),Psy.D (Doctor of Psychology),MHA (Master of Healthcare Administration),MPH (Master of Public Health)","Visual Arts/Crafts,Movies/TV,Time with Friends","Networking and professional connections,Work-life balance and time management","Middle Eastern,Native American or American Indian,Other","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC)",Yes,No,No,5,9,5,5,1,3,7,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:17,2024-07-09 11:23:17,Survey Test,,100,0,True,2024-07-09 11:23:18,R_3BLhPAxjcRFpEto,,,,,,,test,,accusamus,suspendisse,ullamcorper,facilisis,Amet plate,Imperd,Senior,Pratt,Spanish Latin American and Latinx Studies,"Visual Arts,Visual and Media Studies","Aerospace Engineering,Information Science and Information Studies","Nashville TN,UK",Architecture and Design,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Gaming,Traveling","Skill development in a specific field,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",No,No preference,No,0,5,0,1,7,1,6,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:18,2024-07-09 11:23:18,Survey Test,,100,0,True,2024-07-09 11:23:18,R_8zWFXbjixUGvtRQ,,,,,,,test,,ultricies,vestibulum,consectetuer,porttitor,"Vulputate ",Sit ur,Sophomore,Pratt,"Biomedical Engineering,Psychology","French Studies,Sociology,Theater Studies","Digital Intelligence,Ethics and Society,Latinx Studies in the Global South",Miami/Central Florida/Tampa Bay,"Consulting and professional services,Agricultural and Food Science,Venture Capital","JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MSW (Master of Social Work),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Gardening","Career exploration and decision-making,Work-life balance and time management,Emotional support",Native American or American Indian,"Student Athlete,Dance Team",Yes,No preference,Yes,1,5,1,9,8,8,0,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:18,2024-07-09 11:23:18,Survey Test,,100,0,True,2024-07-09 11:23:18,R_6AyjjUQMAeS2nqK,,,,,,,test,,dignissim,ultricies,venenatis,accusamus,Fusce tell,"Amet? ",Senior,Trinity,"Environmental Sciences and Policy,Philosophy,Undecided","Environmental Sciences and Policy,Visual and Media Studies","None,Philosophy Politics and Economics","I don't know/Skip this question,UK,China",Biotechnology,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering)",Volunteering,"Networking and professional connections,Personal growth and self-improvement,Work-life balance and time management","Hispanic or Latinx,White,Other,Prefer not to answer","Multicultural Greek Council (MGC),Student Athlete",Prefer not to answer,No,No,2,9,5,8,0,9,1,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:18,2024-07-09 11:23:18,Survey Test,,100,0,True,2024-07-09 11:23:18,R_e3a71ceusvVOH2u,,,,,,,test,,vulputate,temporibus,fermentum,venenatis,Vel alique,Leo su,Junior,Pratt,"Cultural Anthropology,Music","Cinematic Arts,Musical Theater","Digital Intelligence,Islamic Studies",Houston/Dallas/Austin,"Product / Product Management / UX Design,International Relations,Academia/Higher Ed","None / Not listed,MBA (Masters of Business Administration),MFA (Master of Fine Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MM (Master in Management)",Volunteering,"Academic success and study skills,Work-life balance and time management,Emotional support","Asian or Pacific islander,Black or African-American,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel)",No,No preference,No,8,4,4,8,8,1,1,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:18,2024-07-09 11:23:19,Survey Test,,100,1,True,2024-07-09 11:23:19,R_b1qnfayI7kcssjY,,,,,,,test,,tincidunt,accusamus,vulputate,accusamus,Elementum!,"Quis? ",Junior,Trinity,Physics,"Asian and Middle Eastern Studies,Medical Sociology,Religious Studies",None,"New York City/Tri-State area,Charlotte NC,Denver CO","Healthcare,Physical Therapy","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPA (Master of Public Administration),MM (Master in Management)","Athletics/Playing Sports,Volunteering,Fishing/Hunting","Networking and professional connections,Work-life balance and time management,Emotional support","Asian or Pacific islander,Middle Eastern,Native American or American Indian,Other","Greek Life (IFC/Panhel),Student Athlete,Selective Living Groups (SLG)",No,No,No,7,5,0,4,2,9,7,9,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:19,2024-07-09 11:23:19,Survey Test,,100,0,True,2024-07-09 11:23:19,R_9ppY3Af1zlQvYvc,,,,,,,test,,pellentesque,pellentesque,consectetuer,malesuada,Proin feli,"Neque ",Sophomore,Trinity,Political Science,Mathematics,"Decision Sciences,Science and the Public","Washington DC,Richmond VA,EU",Architecture and Design,"MBA (Masters of Business Administration),PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPH (Master of Public Health)","Gaming,Gardening,Time with Friends","Networking and professional connections,Personal growth and self-improvement","Black or African-American,Hispanic or Latinx,Middle Eastern,Other","Greek Life (IFC/Panhel),Student Athlete",Yes,No,No,9,3,10,4,9,5,8,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:19,2024-07-09 11:23:19,Survey Test,,100,0,True,2024-07-09 11:23:19,R_9H1IVOIP0C6WSKq,,,,,,,test,,ullamcorper,fringilla,convallis,ullamcorper,"Porttitor ",Ac met,Junior,Trinity,"Brazilian and Global Portuguese Studies,Environmental Engineering","Art History,Religious Studies","Decision Sciences,Documentary Studies,Philosophy Politics and Economics",Richmond VA,"Real estate,Private Equity","None / Not listed,MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MEng (Master of Engineering)",Movies/TV,"Skill development in a specific field,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Middle Eastern,Native American or American Indian,White,Other","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC)",No,No preference,Yes,8,7,5,3,5,9,1,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:19,2024-07-09 11:23:19,Survey Test,,100,0,True,2024-07-09 11:23:20,R_bHrZPhbVtGYWxXE,,,,,,,test,,fringilla,phasellus,porttitor,facilisis,"Phasellus ",Praese,Sophomore,Trinity,"Electrical and Computer Engineering,Marine Science and Conservation,Political Science","History,Latin,Musical Theater","Global Development Engineering,Jewish Studies,Sustainability Engagement",Denver CO,"Architecture and Design,International Relations,Physical Therapy","None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Outdoor Activities/Hiking/Camping,"Skill development in a specific field,Academic success and study skills,Work-life balance and time management","Black or African-American,Native American or American Indian,White",,Prefer not to answer,No preference,Yes,6,3,5,4,9,6,8,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:20,2024-07-09 11:23:20,Survey Test,,100,0,True,2024-07-09 11:23:20,R_9o7Cn8P3RiSSUKO,,,,,,,test,,suspendisse,pellentesque,accusamus,fermentum,"Quis urna ",Velit!,Junior,Pratt,"Art History,Asian and Middle Eastern Studies","French Studies,Photography","None,Information Science and Information Studies","I don't know/Skip this question,Chicago IL","Medical,Accounting","PhD (Doctor of Philosophy),MEM (Master of Engineering Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MEng (Master of Engineering)",Movies/TV,"Work-life balance and time management,Emotional support","Native American or American Indian,White,Other","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Selective Living Groups (SLG)",Prefer not to answer,No,No,3,6,0,9,8,10,9,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:20,2024-07-09 11:23:20,Survey Test,,100,0,True,2024-07-09 11:23:20,R_3TS3xmvWlCy3qPs,,,,,,,test,,accusamus,convallis,consectetuer,elementum,"Erat arcu ",Augue!,Junior,Pratt,"Earth and Climate Sciences,Mechanical Engineering","Art History,Musical Theater,Visual and Media Studies","Materials Science and Engineering,Philosophy Politics and Economics,Science and the Public","Northern California,Chicago IL,Baltimore MD",Telecommunications,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Fishing/Hunting,"Career exploration and decision-making,Work-life balance and time management",Prefer not to answer,,No,No,No,2,3,1,3,3,7,8,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:23:20,2024-07-09 11:23:20,Survey Test,,100,0,True,2024-07-09 11:23:20,R_0DLhpY996iZjoNM,,,,,,,test,,dignissim,facilisis,facilisis,consectetuer,Laoreet ne,Diam d,Junior,Trinity,"Linguistics and Computer Science,Physics,Sociology",Economics,Science and the Public,"Charlotte NC,Denver CO,EU",Retail and e-commerce,"MEM (Master of Engineering Management),MSN (Master of Science in Nursing)","Volunteering,Performing Arts",Skill development in a specific field,Black or African-American,Multicultural Greek Council (MGC),Prefer not to answer,No,Yes,1,7,1,6,5,7,2,6,testemail@qemailserver.com,,,,,,
